GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
JSPHTHS(V)VD,VD,101.0,156.0,1505.0,1565.0,1000.0,100.0,290.0,0.621,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,156.0
JSPHTHSV,NVD,106.0,132.0,1505.0,1580.0,1050.0,50.0,445.4,0.614,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.424,0.605,0.0581,-0.022,222.75
JSPHTHSV,NVD,97.0,132.0,1505.0,1582.0,1200.0,100.0,445.4,0.64,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.45,0.605,0.0581,-0.022,326.7
HC78BX,VD,101.0,0.0,1505.0,1560.0,1100.0,100.0,436.781728873635,0.117,0.72,0.0609,0.1419,0.048,54.0,0.77,0.75,0.2,0.03,0.653,0.03,0.0581,-0.022,0.0
JSPHTHSV,NVD,102.0,132.0,1505.0,1582.0,1200.0,100.0,445.4,0.599,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.409,0.605,0.0581,-0.022,313.5
HC78BX,VD,99.0,0.0,1505.0,1530.0,1300.0,50.0,436.781728873635,0.607,0.72,0.0609,0.1419,0.048,54.0,0.77,0.75,0.2,0.03,0.163,0.03,0.0581,-0.022,0.0
HC78BX,VD,101.0,0.0,1505.0,1540.0,1000.0,200.0,436.781728873635,0.613,0.72,0.0609,0.1419,0.048,54.0,0.77,0.75,0.2,0.03,0.157,0.03,0.0581,-0.022,0.0
HC78BX,VD,99.0,0.0,1505.0,1575.0,1100.0,75.0,436.781728873635,0.614,0.72,0.0609,0.1419,0.048,54.0,0.77,0.75,0.2,0.03,0.156,0.03,0.0581,-0.022,0.0
E450HSV,NVD,102.0,132.0,1505.0,1615.0,1450.0,50.0,463.7333333333333,0.532,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,254.1
JSPHTHSV,NVD,102.0,132.0,1505.0,1575.0,1100.0,50.0,445.4,0.144,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,0.046,0.605,0.0581,-0.022,221.1
JSPHTHSV,NVD,105.0,132.0,1505.0,1580.0,1350.0,25.0,445.4,0.549,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.359,0.605,0.0581,-0.022,264.0
JSPHTHSV,NVD,102.0,132.0,1505.0,1580.0,1250.0,25.0,445.4,0.571,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.3809999999999999,0.605,0.0581,-0.022,234.3
JSPHTHSV,NVD,101.0,132.0,1505.0,1580.0,1200.0,50.0,445.4,0.594,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.4039999999999999,0.605,0.0581,-0.022,287.1
SAE1022,VD,100.0,132.0,1505.0,1575.0,1000.0,50.0,250.0,0.59,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
SAE1022,VD,99.0,132.0,1505.0,1575.0,1200.0,50.0,250.0,0.593,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,363.0
S275HS,NVD,96.0,132.0,1505.0,1580.0,1200.0,25.0,342.3058823529412,0.594,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
S275HS,NVD,97.0,132.0,1505.0,1575.0,1200.0,25.0,342.3058823529412,0.275,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
S275HS,NVD,98.0,132.0,1550.0,1595.0,1250.0,25.0,342.3058823529412,0.057,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,289.08
S275HS,NVD,91.0,132.0,1505.0,1590.0,1300.0,50.0,342.3058823529412,0.52,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
S275HS,NVD,88.0,132.0,1505.0,1610.0,1200.0,25.0,342.3058823529412,0.621,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,396.0
S275HS,NVD,99.0,132.0,1505.0,1580.0,1320.0,50.0,342.3058823529412,0.617,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,323.4
S275HS,NVD,96.0,132.0,1505.0,1585.0,1200.0,50.0,342.3058823529412,0.627,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,250.8
AISI12L14,NVD,98.0,0.0,1505.0,1620.0,600.0,50.0,1015.5,0.626,0.72,0.0609,0.1419,0.048,54.0,0.0775,1.135,0.2,0.03,-0.5485,0.415,0.0499999999999999,-0.022,0.0
S275HS,NVD,101.0,132.0,1505.0,1580.0,1200.0,50.0,342.3058823529412,0.624,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,150.15
AISI12L14,NVD,97.0,110.0,1505.0,1610.0,500.0,50.0,1015.5,0.604,0.72,0.0609,0.1419,0.048,54.0,0.0775,1.135,0.2,0.03,-0.5265,0.415,0.0499999999999999,-0.022,222.2
S275HS,NVD,98.0,132.0,1505.0,1580.0,1300.0,50.0,342.3058823529412,0.06,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
S275HS,NVD,100.0,132.0,1505.0,1580.0,1250.0,50.0,342.3058823529412,0.077,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
S275HS,NVD,102.0,132.0,1505.0,1575.0,1300.0,50.0,342.3058823529412,0.558,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,168.3
S275HS,NVD,100.0,132.0,1505.0,1580.0,1150.0,50.0,342.3058823529412,0.585,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,168.3
JSPHTHS(V),NVD,93.0,132.0,1505.0,1573.0,1300.0,50.0,445.4,0.596,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.4059999999999999,0.605,0.0581,-0.022,188.1
JSPHTHS(V),NVD,96.0,132.0,1505.0,1580.0,1100.0,50.0,445.4,0.622,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,-0.432,0.605,0.0581,-0.022,151.8
SAE4135,VD,99.0,156.0,1505.0,1590.0,1200.0,50.0,312.0,0.607,0.72,0.0609,0.1419,0.048,54.0,0.355,0.77,0.25,0.03,-0.252,0.05,0.1081,-0.018,288.0
JSPHTHSV,NVD,97.0,132.0,1505.0,1580.0,1200.0,50.0,445.4,0.022,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,0.168,0.605,0.0581,-0.022,184.8
JSPHTHSV,NVD,99.0,132.0,1505.0,1575.0,1300.0,25.0,445.4,0.137,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,0.0529999999999999,0.605,0.0581,-0.022,390.4
JSPHTHSV,NVD,98.0,132.0,1505.0,1578.0,1100.0,25.0,445.4,0.162,0.72,0.0609,0.1419,0.048,54.0,0.19,1.325,0.2,0.03,0.0279999999999999,0.605,0.0581,-0.022,286.45
JSPHTHSV,NVD,104.0,132.0,1505.0,1580.0,1300.0,25.0,445.4,0.18,0.98,0.0729,0.157,0.058,57.0,0.19,1.325,0.2,0.03,0.01,0.345,0.043,-0.022,354.1
SAE4140,VD,102.0,132.0,1505.0,1580.0,1550.0,25.0,363.2857142857143,0.187,0.66,0.0749,0.13,0.087,58.0,0.4,0.8500000000000001,0.25,0.0325,0.213,0.19,0.12,-0.0544999999999999,340.9
JSPHTHSV,NVD,106.0,132.0,1505.0,1575.0,1200.0,25.0,445.4,0.186,0.97,0.063,0.156,0.035,55.0,0.19,1.325,0.2,0.03,0.004,0.355,0.044,-0.022,357.4
SAE4140,VD,102.0,132.0,1505.0,1565.0,1350.0,25.0,363.2857142857143,0.707,0.63,0.0599,0.1469,0.097,55.0,0.4,0.8500000000000001,0.25,0.0325,-0.3069999999999999,0.22,0.1031,-0.0645,331.0
JSPHTHSV,NVD,99.0,132.0,1505.0,1575.0,1450.0,25.0,445.4,0.076,0.59,0.0729,0.134,0.112,53.0,0.19,1.325,0.2,0.03,0.114,0.735,0.066,-0.022,258.4
SAE4140,VD,106.0,132.0,1505.0,1555.0,1400.0,25.0,363.2857142857143,0.131,0.59,0.068,0.12,0.096,57.0,0.4,0.8500000000000001,0.25,0.0325,0.269,0.2600000000000001,0.13,-0.0635,345.19
SAE4140,VD,104.0,132.0,1505.0,1559.0,1600.0,25.0,363.2857142857143,0.16,0.59,0.067,0.128,0.115,53.0,0.4,0.8500000000000001,0.25,0.0325,0.24,0.2600000000000001,0.122,-0.0825,331.0
SAE4140,VD,97.0,132.0,1505.0,1560.0,1200.0,25.0,363.2857142857143,0.182,0.59,0.065,0.134,0.126,53.0,0.4,0.8500000000000001,0.25,0.0325,0.218,0.2600000000000001,0.1159999999999999,-0.0935,298.0
JSPHTHSV,NVD,112.0,132.0,1505.0,1570.0,1350.0,25.0,445.4,0.193,0.54,0.0739,0.117,0.101,51.0,0.19,1.325,0.2,0.03,-0.003,0.7849999999999999,0.083,-0.022,293.05
15B25,VD,81.0,132.0,1505.0,1590.0,1200.0,25.0,436.781728873635,0.194,0.83,0.064,0.1189,0.044,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,413.5
SAE15B25,VD,99.0,132.0,1505.0,1575.0,1300.0,25.0,365.15625,0.194,0.68,0.0739,0.128,0.129,51.0,0.265,1.0,0.2,0.0275,0.071,0.3199999999999999,0.072,-0.1015,298.0
JSPHTHSV,NVD,110.0,144.0,1505.0,1582.0,1050.0,25.0,445.4,0.713,0.95,0.0449,0.1459,0.063,51.0,0.19,1.325,0.2,0.03,-0.5229999999999999,0.375,0.0541,-0.022,293.5
SAE15B25,VD,100.0,144.0,1505.0,1574.0,1200.0,25.0,365.15625,0.036,0.65,0.0439,0.1019,0.055,57.0,0.265,1.0,0.2,0.0275,0.229,0.35,0.0981,-0.0275,369.4
SAE15B25,VD,87.0,132.0,1505.0,1575.0,1400.0,25.0,365.15625,0.088,0.69,0.062,0.081,0.01,54.0,0.265,1.0,0.2,0.0275,0.177,0.31,0.119,0.0175,370.6
SAE15B25,VD,93.0,132.0,1505.0,1580.0,1250.0,25.0,365.15625,0.585,0.67,0.0529,0.107,0.022,58.0,0.265,1.0,0.2,0.0275,-0.3199999999999999,0.3299999999999999,0.093,0.0055,314.5
JSPHTHSV,NVD,105.0,132.0,1505.0,1612.0,1100.0,25.0,445.4,0.602,0.97,0.065,0.1479,0.08,54.0,0.19,1.325,0.2,0.03,-0.412,0.355,0.0521,-0.022,288.1
SAE15B25,VD,95.0,132.0,1505.0,1580.0,1400.0,25.0,365.15625,0.616,0.64,0.065,0.125,0.142,57.0,0.265,1.0,0.2,0.0275,-0.351,0.36,0.075,-0.1144999999999999,265.0
SAE15B25,VD,99.0,132.0,1505.0,1575.0,1250.0,25.0,365.15625,0.603,0.69,0.065,0.0909,0.042,50.0,0.265,1.0,0.2,0.0275,-0.3379999999999999,0.31,0.1091,-0.0145,281.5
JSPHTHSV,NVD,92.0,132.0,1505.0,1570.0,1300.0,25.0,445.4,0.481,0.71,0.0599,0.112,0.099,50.0,0.19,1.325,0.2,0.03,-0.291,0.615,0.088,-0.022,281.5
SAE15B25,VD,100.0,132.0,1505.0,1572.0,1450.0,25.0,365.15625,0.043,0.88,0.0589,0.137,0.04,48.0,0.265,1.0,0.2,0.0275,0.222,0.12,0.063,-0.0125,314.5
SAE15B25,VD,102.0,132.0,1505.0,1570.0,1200.0,25.0,365.15625,0.088,0.82,0.063,0.138,0.092,51.0,0.265,1.0,0.2,0.0275,0.177,0.18,0.062,-0.0645,291.4
JSPHTHSV,NVD,100.0,132.0,1505.0,1578.0,1100.0,25.0,445.4,0.16,0.79,0.0529,0.136,0.022,54.0,0.19,1.325,0.2,0.03,0.03,0.5349999999999999,0.064,-0.022,377.2
JSPHTHSV,NVD,99.0,132.0,1505.0,1575.0,1320.0,25.0,445.4,0.166,1.16,0.0599,0.198,0.076,51.0,0.19,1.325,0.2,0.03,0.0239999999999999,0.165,0.002,-0.022,288.1
JSPHTHSV,NVD,101.0,132.0,1505.0,1575.0,1250.0,25.0,445.4,0.176,1.09,0.056,0.156,0.094,51.0,0.19,1.325,0.2,0.03,0.014,0.2349999999999998,0.044,-0.022,281.5
JSPHTHSV,NVD,96.0,132.0,1505.0,1565.0,1200.0,25.0,445.4,0.189,1.13,0.063,0.168,0.046,54.0,0.19,1.325,0.2,0.03,0.001,0.195,0.032,-0.022,314.5
JSPHTHSV,NVD,100.0,132.0,1505.0,1580.0,1050.0,25.0,445.4,0.193,1.07,0.0589,0.1449,0.012,54.0,0.19,1.325,0.2,0.03,-0.003,0.2549999999999999,0.0551,-0.022,400.3
AISI12L14,NVD,99.0,0.0,1505.0,1615.0,500.0,25.0,1015.5,0.768,0.84,0.339,0.0749,0.48,51.0,0.0775,1.135,0.2,0.03,-0.6905,0.295,0.0499999999999999,-0.022,100.0
JSPHTHSV,NVD,100.0,132.0,1505.0,1580.0,1250.0,25.0,445.4,0.076,1.0,0.062,0.165,0.092,54.0,0.19,1.325,0.2,0.03,0.114,0.3249999999999999,0.035,-0.022,255.1
JSPHTHSV,NVD,98.0,132.0,1505.0,1580.0,1300.0,25.0,445.4,0.141,1.08,0.065,0.154,0.063,53.0,0.19,1.325,0.2,0.03,0.049,0.2449999999999998,0.046,-0.022,281.5
JSPHTHSV,NVD,97.0,132.0,1505.0,1578.0,1000.0,25.0,445.4,0.189,1.16,0.0719,0.184,0.129,54.0,0.19,1.325,0.2,0.03,0.001,0.165,0.016,-0.022,241.9
JSPHTHSV,NVD,101.0,132.0,1505.0,1580.0,1200.0,25.0,445.4,0.199,1.11,0.05,0.167,0.128,51.0,0.19,1.325,0.2,0.03,-0.009,0.2149999999999998,0.033,-0.022,258.4
SAE10B35S3,VD,106.0,110.0,1505.0,1588.0,1200.0,25.0,436.781728873635,0.192,0.54,0.0439,0.1189,0.043,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,424.5
JSPHTHSV,NVD,104.0,110.0,1505.0,1580.0,1300.0,25.0,445.4,0.077,1.03,0.042,0.157,0.012,53.0,0.19,1.325,0.2,0.03,0.113,0.2949999999999999,0.043,-0.022,337.05
JSPHTHSV,NVD,108.0,132.0,1505.0,1590.0,1200.0,25.0,445.4,0.073,0.91,0.057,0.108,0.011,51.0,0.19,1.325,0.2,0.03,0.117,0.4149999999999999,0.092,-0.022,406.9
SAE10B35S3,VD,92.0,132.0,1505.0,1565.0,1400.0,25.0,436.781728873635,0.148,0.6,0.056,0.125,0.09,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,347.5
SAE10B35S4,VD,93.0,132.0,1505.0,1565.0,1500.0,25.0,258.0,0.155,0.55,0.0519,0.096,0.016,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,413.5
JSPHTHSV,NVD,100.0,132.0,1505.0,1580.0,1500.0,25.0,445.4,0.163,1.01,0.049,0.131,0.057,45.0,0.19,1.325,0.2,0.03,0.0269999999999999,0.3149999999999999,0.069,-0.022,314.5
JSPHTHSV,NVD,99.0,132.0,1505.0,1580.0,1320.0,25.0,445.4,0.167,1.03,0.047,0.139,0.029,54.0,0.19,1.325,0.2,0.03,0.0229999999999999,0.2949999999999999,0.061,-0.022,340.9
SAE10B35SS,VD,94.0,132.0,1505.0,1568.0,1400.0,25.0,524.5,0.512,0.51,0.0509,0.1179,0.02,43.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,367.3
SAE10B35SS,VD,95.0,132.0,1505.0,1565.0,1430.0,25.0,524.5,0.037,0.54,0.0529,0.117,0.108,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,314.5
JSPHTHSV,NVD,99.0,132.0,1505.0,1615.0,1200.0,25.0,445.4,0.068,1.08,0.0509,0.169,0.123,61.0,0.19,1.325,0.2,0.03,0.122,0.2449999999999998,0.031,-0.022,284.8
SAE10B35SS,VD,97.0,132.0,1505.0,1580.0,1450.0,25.0,524.5,0.188,0.58,0.055,0.127,0.097,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,283.15
JSPHTHSV(VD),VD,97.0,132.0,1505.0,1578.0,1250.0,25.0,290.0,0.222,1.15,0.0509,0.1789,0.076,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,298.0
JSPHTHSV(VD),VD,94.0,132.0,1505.0,1580.0,1200.0,25.0,290.0,0.224,0.54,0.0509,0.12,0.115,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
JSPHTHSV(VD),VD,103.0,132.0,1505.0,1580.0,1300.0,25.0,290.0,0.229,1.0,0.0539,0.125,0.014,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,380.5
JSPHTHSV,NVD,99.0,132.0,1505.0,1590.0,1250.0,25.0,445.4,0.239,1.05,0.0599,0.1409,0.06,51.0,0.19,1.325,0.2,0.03,-0.0489999999999999,0.2749999999999999,0.0591,-0.022,321.1
AISI12L14-1,NVD,99.0,0.0,1505.0,1615.0,600.0,25.0,896.5,0.032,0.68,0.315,0.101,0.373,55.0,0.19,1.12,0.2,0.03,0.093,0.44,0.0499999999999999,-0.022,100.0
AISI12L14-1,NVD,97.0,132.0,1505.0,1610.0,600.0,25.0,896.5,0.06,0.71,0.3629,0.098,0.434,58.0,0.19,1.12,0.2,0.03,0.093,0.4100000000000001,0.0499999999999999,-0.022,232.0
JSPHTHSV,NVD,104.0,132.0,1505.0,1590.0,1250.0,25.0,445.4,0.11,0.96,0.0589,0.139,0.032,57.0,0.19,1.325,0.2,0.03,0.08,0.365,0.061,-0.022,350.8
JSPHTHSV,NVD,101.0,132.0,1505.0,1595.0,1300.0,25.0,445.4,0.138,0.97,0.0519,0.153,0.073,57.0,0.19,1.325,0.2,0.03,0.0519999999999999,0.355,0.047,-0.022,291.4
JSPHTHSV,NVD,99.0,144.0,1505.0,1590.0,1000.0,25.0,445.4,0.145,1.1,0.0529,0.168,0.08,48.0,0.19,1.325,0.2,0.03,0.045,0.2249999999999998,0.032,-0.022,277.0
JSPHTHSV,NVD,98.0,110.0,1505.0,1585.0,1100.0,25.0,445.4,0.167,1.11,0.065,0.1409,0.046,57.0,0.19,1.325,0.2,0.03,0.0229999999999999,0.2149999999999998,0.0591,-0.022,295.8
JSPHTHSV(VD),VD,101.0,132.0,1505.0,1580.0,1100.0,25.0,290.0,0.448,1.12,0.064,0.193,0.315,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,354.1
JSPHTHSV,NVD,102.0,110.0,1505.0,1578.0,1100.0,25.0,445.4,0.061,0.57,0.063,0.134,0.103,51.0,0.19,1.325,0.2,0.03,0.129,0.755,0.066,-0.022,289.2
SAE10B35HS,VD,92.0,154.0,1505.0,1590.0,1200.0,25.0,302.0,0.207,0.6,0.07,0.14,0.112,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,353.0
SAE10B35HS,VD,93.0,154.0,1505.0,1580.0,1300.0,25.0,302.0,0.203,0.63,0.0709,0.1479,0.097,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,293.6
SAE10B35HS,VD,91.0,154.0,1505.0,1570.0,1250.0,25.0,302.0,0.214,0.65,0.064,0.138,0.149,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,310.1
JSPHTHSV,NVD,100.0,88.0,1505.0,1578.0,1000.0,25.0,445.4,0.224,1.11,0.0449,0.153,0.0,51.0,0.19,1.325,0.2,0.03,-0.034,0.2149999999999998,0.047,-0.022,313.4
JSPHTHSV,NVD,100.0,154.0,1505.0,1580.0,1000.0,25.0,445.4,0.027,1.02,0.0509,0.164,0.018,50.0,0.19,1.325,0.2,0.03,0.163,0.3049999999999999,0.036,-0.022,353.0
JSPHTHSV,NVD,100.0,178.0,1505.0,1580.0,900.0,25.0,445.4,0.071,1.02,0.0449,0.153,0.011,51.0,0.19,1.325,0.2,0.03,0.119,0.3049999999999999,0.047,-0.022,391.52
SAE1541,VD,100.0,178.0,1505.0,1580.0,800.0,25.0,405.0,0.148,1.07,0.049,0.168,0.596,51.0,0.4,1.55,0.2,0.0325,0.252,0.48,0.032,-0.5635,377.0
SAE1541,VD,100.0,178.0,1505.0,1560.0,1020.0,25.0,405.0,0.172,1.01,0.058,0.121,0.011,57.0,0.4,1.55,0.2,0.0325,0.228,0.54,0.079,0.0215,311.0
SAE1541,VD,100.0,178.0,1505.0,1565.0,900.0,25.0,405.0,0.176,1.17,0.0459,0.1739,0.048,51.0,0.4,1.55,0.2,0.0325,0.224,0.3800000000000001,0.0261,-0.0155,329.15
SAE1541,VD,100.0,178.0,1505.0,1560.0,900.0,25.0,405.0,0.627,1.14,0.034,0.168,0.035,51.0,0.4,1.55,0.2,0.0325,-0.2269999999999999,0.4100000000000001,0.032,-0.0025,311.0
E450HS(V),NVD,100.0,178.0,1505.0,1570.0,1000.0,25.0,463.7333333333333,0.078,1.19,0.0359,0.164,0.028,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,363.8
E450HS(V),NVD,100.0,132.0,1505.0,1610.0,1250.0,25.0,463.7333333333333,0.139,1.11,0.033,0.1769,0.051,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,316.15
SAE1541,VD,100.0,156.0,1505.0,1560.0,900.0,25.0,405.0,0.152,1.02,0.041,0.1409,0.09,53.0,0.4,1.55,0.2,0.0325,0.248,0.53,0.0591,-0.0574999999999999,289.0
SAE1541,VD,100.0,178.0,1505.0,1560.0,1000.0,25.0,405.0,0.158,1.04,0.035,0.163,0.123,51.0,0.4,1.55,0.2,0.0325,0.242,0.51,0.037,-0.0905,311.0
E450HS(V),NVD,100.0,178.0,1522.0,1580.0,1200.0,25.0,463.7333333333333,0.167,1.0,0.0459,0.1789,0.069,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,362.15
E450HS(V),NVD,100.0,178.0,1505.0,1578.0,1100.0,25.0,463.7333333333333,0.43,1.0,0.0463,0.1793,0.069,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,350.6
HC78ACRX,VD,99.0,0.0,1505.0,1555.0,950.0,25.0,396.5,0.041,0.44,0.056,0.082,0.001,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,100.0
HC78ACRX,VD,107.0,0.0,1505.0,1530.0,1050.0,25.0,396.5,0.088,0.43,0.041,0.126,0.001,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,100.0
E450HS(V),NVD,99.0,178.0,1505.0,1575.0,1050.0,25.0,463.7333333333333,0.14,1.1,0.0519,0.163,0.014,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,428.81
HC78ACRX,VD,99.0,0.0,1505.0,1530.0,1100.0,25.0,396.5,0.15,0.42,0.0509,0.1469,0.001,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,100.0
E450HS(V),NVD,93.0,178.0,1505.0,1580.0,1350.0,25.0,463.7333333333333,0.163,1.0,0.056,0.156,0.032,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,409.67
E450HS(V),NVD,103.0,178.0,1505.0,1575.0,1200.0,25.0,463.7333333333333,0.166,1.08,0.062,0.164,0.04,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,411.65
E450HS(V),NVD,96.0,178.0,1505.0,1578.0,1200.0,25.0,463.7333333333333,0.52,1.17,0.055,0.191,0.044,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,369.41
E450HS(V),NVD,100.0,178.0,1505.0,1588.0,1320.0,25.0,463.7333333333333,0.109,1.15,0.0599,0.182,0.027,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,344.0
SAE1022,VD,100.0,178.0,1505.0,1610.0,1320.0,25.0,250.0,0.098,0.38,0.0539,0.0509,0.011,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,426.5
E450HS(V),NVD,100.0,178.0,1505.0,1575.0,1100.0,25.0,463.7333333333333,0.131,0.89,0.05,0.1419,0.026,43.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,419.9
SAE1022,VD,99.0,232.0,1505.0,1580.0,1500.0,25.0,250.0,0.153,0.66,0.0519,0.041,0.035,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,332.0
JSPHTHSV,NVD,107.0,178.0,1505.0,1585.0,1450.0,25.0,445.4,0.169,1.2,0.0539,0.1759,0.02,54.0,0.19,1.325,0.2,0.03,0.0209999999999999,0.125,0.0241,-0.022,278.0
JSPHTHSV,NVD,99.0,178.0,1505.0,1585.0,1200.0,25.0,445.4,0.173,1.17,0.0529,0.184,0.04,63.0,0.19,1.325,0.2,0.03,0.017,0.155,0.016,-0.022,353.9
JSPHTHSV,NVD,99.0,178.0,1505.0,1577.0,1150.0,25.0,445.4,0.048,1.1,0.068,0.1489,0.006,50.0,0.19,1.325,0.2,0.03,0.142,0.2249999999999998,0.0511,-0.022,446.3
EN8D,VD,93.0,178.0,1505.0,1585.0,1250.0,25.0,449.0,0.064,0.28,0.065,0.0519,0.022,47.0,0.425,0.77,0.2,0.0325,0.361,0.49,0.1481,0.0105,459.5
JSPHTHSV,NVD,103.0,178.0,1505.0,1578.0,1150.0,25.0,445.4,0.157,1.06,0.069,0.1779,0.052,51.0,0.19,1.325,0.2,0.03,0.033,0.2649999999999999,0.0221,-0.022,370.4
E410HSV(VD),VD,96.0,178.0,1505.0,1585.0,1300.0,25.0,240.0,0.163,0.66,0.0719,0.159,0.075,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,327.5
